labels,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
One,0.14549501240253448,0.8530672788619995,-5.9809193771798164e-05,0.20515477657318115,0.7474642992019653,-0.0602995790541172,0.23136045038700104,0.643505334854126,-0.09466291218996048,0.21691618859767914,0.5623764991760254,-0.11607255786657333,0.1790219396352768,0.5195862054824829,-0.12590152025222778,0.13417945802211761,0.592748761177063,-0.05682513862848282,0.11468967795372009,0.48886632919311523,-0.08515568822622299,0.11591118574142456,0.44485804438591003,-0.09835808724164963,0.12528127431869507,0.42526358366012573,-0.1036890521645546,0.08510546386241913,0.6142213940620422,-0.04211846739053726,0.07127015292644501,0.5271611213684082,-0.0923452079296112,0.09717850387096405,0.5132151246070862,-0.1314965933561325,0.12028589844703674,0.5206133127212524,-0.14778266847133636,0.0473422110080719,0.648164689540863,-0.03052445873618126,0.04087306559085846,0.579899251461029,-0.08153127133846283,0.07178612053394318,0.5918219685554504,-0.11349347978830338,0.09402626752853394,0.6161611080169678,-0.1220088005065918,0.01667451113462448,0.6907779574394226,-0.024479195475578308,0.006673239171504974,0.6367865800857544,-0.06626765429973602,0.030098065733909607,0.6361866593360901,-0.10068049281835556,0.04699453338980675,0.6506937742233276,-0.11771125346422195
One,0.11959856748580933,0.8457273244857788,-3.488108632154763e-05,0.20308078825473785,0.7774366736412048,-0.06520488113164902,0.2561355233192444,0.6736965179443359,-0.11608301848173141,0.2602390944957733,0.5690783262252808,-0.1686561107635498,0.20711372792720795,0.5098266005516052,-0.21428538858890533,0.1803891509771347,0.555076003074646,-0.03479753062129021,0.18149423599243164,0.4545242190361023,-0.13250963389873505,0.1904195100069046,0.49991291761398315,-0.18836934864521027,0.19429072737693787,0.5640507340431213,-0.20214678347110748,0.12525342404842377,0.5664964318275452,-0.0332132950425148,0.1248030960559845,0.4751697778701782,-0.13716347515583038,0.14864522218704224,0.5497201681137085,-0.18342925608158112,0.15994998812675476,0.6147896647453308,-0.18800783157348633,0.07077637314796448,0.5921590328216553,-0.04481634870171547,0.07060612738132477,0.5105769634246826,-0.13865648210048676,0.10103679448366165,0.587379515171051,-0.16714203357696533,0.11523215472698212,0.655236542224884,-0.1578165888786316,0.011507220566272736,0.6288110017776489,-0.06046378239989281,0.014081448316574097,0.5535690188407898,-0.13145607709884644,0.047607406973838806,0.6008057594299316,-0.15855005383491516,0.06918422877788544,0.6565829515457153,-0.1575622260570526
One,0.11767742782831192,0.8369668126106262,-5.1600429287645966e-05,0.19771118462085724,0.7748438715934753,-0.04503090679645538,0.2559395432472229,0.6676548719406128,-0.09830844402313232,0.2632143199443817,0.5608358383178711,-0.16002419590950012,0.2077372819185257,0.5024732947349548,-0.21452370285987854,0.17424041032791138,0.5343902111053467,-0.02442200295627117,0.184116393327713,0.45414280891418457,-0.1233820989727974,0.19844964146614075,0.5107628703117371,-0.17701078951358795,0.19990482926368713,0.5742405652999878,-0.1879238784313202,0.11863803118467331,0.542245626449585,-0.038053859025239944,0.12988784909248352,0.4620184898376465,-0.14562740921974182,0.15852977335453033,0.5519754886627197,-0.18566156923770905,0.1633777767419815,0.6237987875938416,-0.1889001429080963,0.0601637065410614,0.5692869424819946,-0.06515058875083923,0.07667773962020874,0.4914391040802002,-0.16375911235809326,0.11138179898262024,0.5841361880302429,-0.17927905917167664,0.11828209459781647,0.6579168438911438,-0.1656935065984726,-0.0006314218044281006,0.613466739654541,-0.09552574157714844,0.02220742404460907,0.5418964624404907,-0.16637934744358063,0.05746664106845856,0.6012337803840637,-0.18382228910923004,0.06973972171545029,0.6598832011222839,-0.18245871365070343
One,0.12246298044919968,0.834580659866333,-9.955109271686524e-05,0.2000689059495926,0.7830430269241333,-0.05071249231696129,0.2609460949897766,0.6689597964286804,-0.1063433513045311,0.269138365983963,0.5586168169975281,-0.17091496288776398,0.21140621602535248,0.49294233322143555,-0.22452868521213531,0.18016770482063293,0.5280112028121948,-0.026469282805919647,0.19670027494430542,0.4636317491531372,-0.13773879408836365,0.20781342685222626,0.5368430614471436,-0.19363968074321747,0.20828387141227722,0.6021252274513245,-0.2063542902469635,0.12338347733020782,0.5329894423484802,-0.04140221327543259,0.13993175327777863,0.4615541696548462,-0.15613512694835663,0.16628646850585938,0.5658367872238159,-0.1916796863079071,0.172050341963768,0.6412306427955627,-0.18885014951229095,0.06414233893156052,0.5588794946670532,-0.07262159138917923,0.08405351638793945,0.4863406717777252,-0.18321457505226135,0.11759305000305176,0.5941076874732971,-0.19391940534114838,0.12685222923755646,0.6719164848327637,-0.17473509907722473,0.004085898399353027,0.6029984354972839,-0.10606870800256729,0.029468819499015808,0.5389679074287415,-0.18393513560295105,0.06305836141109467,0.6064807772636414,-0.2001139372587204,0.07570050656795502,0.6666306853294373,-0.19529199600219727
One,0.12259155511856079,0.8314934372901917,-7.121638918761164e-05,0.2005883902311325,0.7806419730186462,-0.05355890840291977,0.26055586338043213,0.6692888140678406,-0.10798801481723785,0.2690710425376892,0.5651126503944397,-0.1688123196363449,0.21410268545150757,0.5073469281196594,-0.21997709572315216,0.1747346818447113,0.5247910618782043,-0.04100366681814194,0.18707622587680817,0.4621680974960327,-0.15267576277256012,0.1993471086025238,0.542256772518158,-0.2026936262845993,0.20254188776016235,0.6104260683059692,-0.20609427988529205,0.11819037795066833,0.5330467224121094,-0.0527183897793293,0.12997259199619293,0.46583980321884155,-0.16875134408473969,0.15688854455947876,0.5680035948753357,-0.1996692568063736,0.16385650634765625,0.6391115188598633,-0.1941857784986496,0.060610949993133545,0.5623823404312134,-0.08047743141651154,0.07501929998397827,0.49233928322792053,-0.18789945542812347,0.10951421409845352,0.5932152271270752,-0.1985638588666916,0.11947914958000183,0.6641506552696228,-0.18086306750774384,0.0033751875162124634,0.6102447509765625,-0.11096945405006409,0.02661825716495514,0.5484755635261536,-0.18648271262645721,0.06178025156259537,0.610079824924469,-0.20310063660144806,0.07552164793014526,0.6625380516052246,-0.2004707008600235
One,0.12175453454256058,0.8315036296844482,-7.097466004779562e-05,0.20189738273620605,0.7839444279670715,-0.05608391389250755,0.2634076774120331,0.6689188480377197,-0.1095634251832962,0.2705616354942322,0.5609431862831116,-0.1681806445121765,0.2147808074951172,0.5059638619422913,-0.21743224561214447,0.17752310633659363,0.5343154668807983,-0.03843912482261658,0.1889345645904541,0.46782130002975464,-0.14902785420417786,0.20005276799201965,0.5491125583648682,-0.1951817125082016,0.2023390531539917,0.6153706908226013,-0.19449158012866974,0.12089186161756516,0.5410798788070679,-0.04755080118775368,0.12843430042266846,0.46801599860191345,-0.1631477028131485,0.1554940640926361,0.5700170993804932,-0.18880102038383484,0.16417619585990906,0.6426265239715576,-0.17661459743976593,0.0641738772392273,0.569005012512207,-0.07331635802984238,0.07234596461057663,0.4891939163208008,-0.1813523769378662,0.10706887394189835,0.5903481245040894,-0.1907176971435547,0.11882725358009338,0.6644279956817627,-0.1686972975730896,0.00816623866558075,0.614288866519928,-0.10152499377727509,0.024068892002105713,0.5455905199050903,-0.1799793392419815,0.0582757294178009,0.6069167256355286,-0.19854356348514557,0.07389281690120697,0.66314297914505,-0.1944841593503952
One,0.131768137216568,0.8285379409790039,-9.68042149906978e-05,0.21009618043899536,0.7766717672348022,-0.051936473697423935,0.2656705379486084,0.6628075838088989,-0.10104545950889587,0.2673483192920685,0.556642472743988,-0.15668340027332306,0.2089935839176178,0.5035319328308105,-0.20158693194389343,0.1747034341096878,0.5336489081382751,-0.02864455245435238,0.18173827230930328,0.46240028738975525,-0.12996572256088257,0.19589939713478088,0.5379883050918579,-0.16587336361408234,0.19976556301116943,0.6046821475028992,-0.15650418400764465,0.11917680501937866,0.5448659658432007,-0.03698398917913437,0.12407062947750092,0.47292011976242065,-0.14959248900413513,0.15306030213832855,0.5711537003517151,-0.1723942756652832,0.16061446070671082,0.6409246325492859,-0.1557324081659317,0.06337238103151321,0.5752741098403931,-0.061158437281847,0.07138555496931076,0.49799656867980957,-0.16439136862754822,0.10764040797948837,0.5955187678337097,-0.17176184058189392,0.11831378936767578,0.6670641303062439,-0.14802750945091248,0.007541388273239136,0.622164249420166,-0.08782096207141876,0.024629585444927216,0.5533942580223083,-0.16064229607582092,0.06024986505508423,0.6142824292182922,-0.17907938361167908,0.07566999644041061,0.6701341867446899,-0.17488941550254822
One,0.1246434897184372,0.8310600519180298,-3.9961672882782295e-05,0.20668530464172363,0.7815960645675659,-0.05616912245750427,0.2645769715309143,0.6675711274147034,-0.10718896239995956,0.26661384105682373,0.5576981902122498,-0.16324496269226074,0.2095072865486145,0.4961628317832947,-0.21030578017234802,0.17854563891887665,0.5362576246261597,-0.034355636686086655,0.18814823031425476,0.4698098301887512,-0.14427845180034637,0.1980176717042923,0.5488793849945068,-0.19193413853645325,0.20125927031040192,0.6153478622436523,-0.19415022432804108,0.12149644643068314,0.5425532460212708,-0.041488781571388245,0.1302727907896042,0.46922194957733154,-0.1601138412952423,0.15470151603221893,0.5668667554855347,-0.18908992409706116,0.1633068323135376,0.6383246779441833,-0.17647050321102142,0.06411619484424591,0.569597065448761,-0.06545131653547287,0.0743512362241745,0.49350374937057495,-0.17599447071552277,0.10755113512277603,0.5955854654312134,-0.1865973323583603,0.11980347335338593,0.6699550747871399,-0.16282807290554047,0.007425829768180847,0.6129180788993835,-0.09164264053106308,0.02374628186225891,0.5459412932395935,-0.17156670987606049,0.05772314965724945,0.6091656684875488,-0.18904490768909454,0.07483907788991928,0.6660040020942688,-0.18229402601718903
One,0.12902630865573883,0.8293375968933105,-8.637429709779099e-05,0.20656949281692505,0.7789386510848999,-0.048866450786590576,0.2630961537361145,0.6654506921768188,-0.09811219573020935,0.26639115810394287,0.5593593120574951,-0.15418799221515656,0.20987920463085175,0.5034430027008057,-0.20095407962799072,0.17348599433898926,0.5338867902755737,-0.02411057986319065,0.18308931589126587,0.4670536518096924,-0.1244378536939621,0.1968706250190735,0.5440700650215149,-0.164597287774086,0.2002788782119751,0.6105056405067444,-0.1611321121454239,0.11909539997577667,0.5425947904586792,-0.03452874347567558,0.12750060856342316,0.4718928635120392,-0.14369429647922516,0.15528136491775513,0.5720827579498291,-0.16801901161670685,0.16161739826202393,0.6421458721160889,-0.15456855297088623,0.06365825235843658,0.5714397430419922,-0.06106021627783775,0.07526558637619019,0.49422863125801086,-0.16317518055438995,0.1102723628282547,0.5944463610649109,-0.17054453492164612,0.1193273589015007,0.6663410663604736,-0.14809593558311462,0.007756590843200684,0.6173554062843323,-0.08967511355876923,0.029437772929668427,0.5484364032745361,-0.1625731885433197,0.0644589364528656,0.6118818521499634,-0.1796097755432129,0.0770990252494812,0.6686296463012695,-0.1758953183889389
One,0.12476125359535217,0.8275665044784546,-4.4667238398687914e-05,0.20569902658462524,0.7815483808517456,-0.053774572908878326,0.2638411819934845,0.6693859696388245,-0.10366324335336685,0.2681533694267273,0.5619308352470398,-0.15741963684558868,0.21339400112628937,0.5011436343193054,-0.20087966322898865,0.17522969841957092,0.5425309538841248,-0.030181264504790306,0.18412776291370392,0.47207704186439514,-0.13144877552986145,0.195144921541214,0.5479797124862671,-0.17168201506137848,0.19815434515476227,0.6146472692489624,-0.1678987294435501,0.1198185533285141,0.5482779741287231,-0.037383195012807846,0.12948256731033325,0.4721209406852722,-0.14541184902191162,0.15471725165843964,0.5677425861358643,-0.16745932400226593,0.16261781752109528,0.6410170793533325,-0.15237997472286224,0.06403500586748123,0.5742862820625305,-0.060487959533929825,0.07603468000888824,0.4958967864513397,-0.16207927465438843,0.10932444036006927,0.5983049273490906,-0.17184258997440338,0.11899127066135406,0.6731417775154114,-0.15022344887256622,0.008206218481063843,0.6163064241409302,-0.08634349703788757,0.027771294116973877,0.5446638464927673,-0.16049979627132416,0.06219952553510666,0.6090549826622009,-0.17888633906841278,0.07644079625606537,0.6682350039482117,-0.17635442316532135
